EXCH_ID,SEGMENT,SECURITY_ID,ISIN,INSTRUMENT,UNDERLYING_SECURITY_ID,UNDERLYING_SYMBOL,DISPLAY_NAME,INSTRUMENT_TYPE,SERIES,LOT_SIZE,SM_EXPIRY_DATE,STRIKE_PRICE,OPTION_TYPE,TICK_SIZE,EXPIRY_FLAG,BRACKET_FLAG,COVER_FLAG,ASM_GSM_FLAG,ASM_GSM_CATEGORY
NSE,D,51569,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 61000 PUT,OP,NA,35,12/30/2025,61000,PE,5,M,N,N,N,NA
NSE,D,51579,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 61100 CALL,OP,NA,35,12/30/2025,61100,CE,5,M,N,N,N,NA
NSE,D,51580,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 61100 PUT,OP,NA,35,12/30/2025,61100,PE,5,M,N,N,N,NA
NSE,D,51581,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 61200 CALL,OP,NA,35,12/30/2025,61200,CE,5,M,N,N,N,NA
NSE,D,51582,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 61200 PUT,OP,NA,35,12/30/2025,61200,PE,5,M,N,N,N,NA
NSE,D,51583,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 61300 CALL,OP,NA,35,12/30/2025,61300,CE,5,M,N,N,N,NA
NSE,D,51584,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 61300 PUT,OP,NA,35,12/30/2025,61300,PE,5,M,N,N,N,NA
NSE,D,51585,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 61400 CALL,OP,NA,35,12/30/2025,61400,CE,5,M,N,N,N,NA
NSE,D,51586,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 61400 PUT,OP,NA,35,12/30/2025,61400,PE,5,M,N,N,N,NA
NSE,D,51587,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 61600 CALL,OP,NA,35,12/30/2025,61600,CE,5,M,N,N,N,NA
NSE,D,51588,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 61600 PUT,OP,NA,35,12/30/2025,61600,PE,5,M,N,N,N,NA
